rank,start_date,end_date,duration_days,peak_date,peak_k0001,peak_k001,peak_k01,peak_omega,components_json
161,1866-03-27T12:00:00Z,1866-04-14T12:00:00Z,19,1866-04-08T12:00:00Z,0,2,3,2.349653482437134,"[{""component_p"":0.0008596267434768379,""best_module_id"":""m030"",""best_module_label"":""Pluto\u2013Neptune/Mercury\u2013Mars 0/30/60 core"",""families"":[""f09_1914_jun28""],""module_ids"":[""m030""],""bodies"":[""Pluto"",""Neptune"",""Mercury"",""Mars""]},{""component_p"":0.0008853074396029115,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.005874115973711014,""best_module_id"":""m027"",""best_module_label"":""Mercury\u2013Uranus\u2013Saturn 60+120=180"",""families"":[""f08_1775_apr19""],""module_ids"":[""m027""],""bodies"":[""Mercury"",""Uranus"",""Saturn""]}]"
162,1496-12-16T12:00:00Z,1496-12-25T12:00:00Z,10,1496-12-20T12:00:00Z,0,2,2,3.2016854286193848,"[{""component_p"":0.0001905776298372075,""best_module_id"":""m022"",""best_module_label"":""Pluto\u2013Jupiter\u2013Neptune\u2013Uranus outer shell"",""families"":[""f07_2008_sep15""],""module_ids"":[""m022""],""bodies"":[""Pluto"",""Jupiter"",""Neptune"",""Uranus""]},{""component_p"":0.00032979389652609825,""best_module_id"":""m032"",""best_module_label"":""Jupiter\u2013Saturn 120 channel"",""families"":[""f09_1914_jun28""],""module_ids"":[""m032""],""bodies"":[""Jupiter"",""Saturn""]}]"
163,1989-07-10T12:00:00Z,1989-07-11T12:00:00Z,2,1989-07-10T12:00:00Z,0,2,2,3.1452744007110596,"[{""component_p"":0.00011218399595236406,""best_module_id"":""m005"",""best_module_label"":""Mercury\u2013Saturn near-diameter"",""families"":[""f02_2026_sep17""],""module_ids"":[""m005""],""bodies"":[""Mercury"",""Saturn""]},{""component_p"":0.0006379619590006769,""best_module_id"":""m009"",""best_module_label"":""Neptune\u2013Saturn double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m009""],""bodies"":[""Neptune"",""Saturn""]}]"
164,1216-02-09T12:00:00Z,1216-02-10T12:00:00Z,2,1216-02-10T12:00:00Z,0,2,2,3.0446817874908447,"[{""component_p"":0.0001770614762790501,""best_module_id"":""m050"",""best_module_label"":""Mercury\u2013Jupiter\u2013Venus 20/20/40 planet rail"",""families"":[""f13_1947_nov29""],""module_ids"":[""m050""],""bodies"":[""Mercury"",""Jupiter"",""Venus""]},{""component_p"":0.0005095585947856307,""best_module_id"":""m031"",""best_module_label"":""Venus\u2013Uranus opposition gate"",""families"":[""f09_1914_jun28""],""module_ids"":[""m031""],""bodies"":[""Venus"",""Uranus""]}]"
165,1134-06-26T12:00:00Z,1134-06-27T12:00:00Z,2,1134-06-26T12:00:00Z,0,2,2,2.981506109237671,"[{""component_p"":0.00012975497520528734,""best_module_id"":""m062"",""best_module_label"":""Apr 17 Mercury\u2013Jupiter\u2013Venus 30/60/90"",""families"":[""f15_1918_spring""],""module_ids"":[""m062""],""bodies"":[""Mercury"",""Jupiter"",""Venus""]},{""component_p"":0.0008042105473577976,""best_module_id"":""m005"",""best_module_label"":""Mercury\u2013Saturn near-diameter"",""families"":[""f02_2026_sep17""],""module_ids"":[""m005""],""bodies"":[""Mercury"",""Saturn""]}]"
166,1466-07-17T12:00:00Z,1466-07-26T12:00:00Z,10,1466-07-21T12:00:00Z,0,2,2,2.965576648712158,"[{""component_p"":0.00011623883619904518,""best_module_id"":""m021"",""best_module_label"":""Mercury\u2013Venus\u2013Mars triple node"",""families"":[""f07_2008_sep15""],""module_ids"":[""m021""],""bodies"":[""Mercury"",""Venus"",""Mars""]},{""component_p"":0.0009312622714787722,""best_module_id"":""m036"",""best_module_label"":""Pluto\u2013Uranus\u2013Neptune midpoint"",""families"":[""f10_1978_dec11""],""module_ids"":[""m036""],""bodies"":[""Pluto"",""Uranus"",""Neptune""]}]"
167,0232-03-26T12:00:00Z,0232-04-04T12:00:00Z,10,0232-03-30T12:00:00Z,0,2,2,2.9605343341827393,"[{""component_p"":0.00013921628124080598,""best_module_id"":""m009"",""best_module_label"":""Neptune\u2013Saturn double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m009""],""bodies"":[""Neptune"",""Saturn""]},{""component_p"":0.000786639575380832,""best_module_id"":""m037"",""best_module_label"":""Mercury\u2013Neptune\u2013Mars midpoint"",""families"":[""f10_1978_dec11""],""module_ids"":[""m037""],""bodies"":[""Mercury"",""Neptune"",""Mars""]}]"
168,1158-01-31T12:00:00Z,1158-01-31T12:00:00Z,1,1158-01-31T12:00:00Z,0,2,2,2.9437365531921387,"[{""component_p"":0.00012570014223456383,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.0009055816335603595,""best_module_id"":""m064"",""best_module_label"":""May 22 Venus\u2013Jupiter\u2013Mars triad"",""families"":[""f15_1918_spring""],""module_ids"":[""m064"",""m067""],""bodies"":[""Venus"",""Jupiter"",""Mars""]}]"
169,0574-06-08T12:00:00Z,0574-06-20T12:00:00Z,13,0574-06-14T12:00:00Z,0,2,2,2.927793025970459,"[{""component_p"":0.00013651304470840842,""best_module_id"":""m005"",""best_module_label"":""Mercury\u2013Saturn near-diameter"",""families"":[""f02_2026_sep17""],""module_ids"":[""m005""],""bodies"":[""Mercury"",""Saturn""]},{""component_p"":0.0008650331874378026,""best_module_id"":""m037"",""best_module_label"":""Mercury\u2013Neptune\u2013Mars midpoint"",""families"":[""f10_1978_dec11""],""module_ids"":[""m037""],""bodies"":[""Mercury"",""Neptune"",""Mars""]}]"
170,1656-03-29T12:00:00Z,1656-04-19T12:00:00Z,22,1656-04-09T12:00:00Z,0,2,2,2.8787717819213867,"[{""component_p"":0.00030951970256865025,""best_module_id"":""m066"",""best_module_label"":""May 28 Venus equidistant Jupiter/Uranus"",""families"":[""f15_1918_spring""],""module_ids"":[""m066""],""bodies"":[""Venus"",""Jupiter"",""Uranus""]},{""component_p"":0.0004271101497579366,""best_module_id"":""m001"",""best_module_label"":""Saturn\u2013Mars\u2013Jupiter\u2013Mercury lattice"",""families"":[""f01_2026_sep01""],""module_ids"":[""m001""],""bodies"":[""Saturn"",""Mars"",""Jupiter"",""Mercury""]}]"
171,1014-10-10T12:00:00Z,1014-10-18T12:00:00Z,9,1014-10-14T12:00:00Z,0,2,2,2.8678319454193115,"[{""component_p"":0.00024464220041409135,""best_module_id"":""m049"",""best_module_label"":""Mars\u2013Venus\u2013Uranus 60/120/180 gate"",""families"":[""f13_1947_nov29""],""module_ids"":[""m049""],""bodies"":[""Mars"",""Venus"",""Uranus""]},{""component_p"":0.0005541619029827416,""best_module_id"":""m032"",""best_module_label"":""Jupiter\u2013Saturn 120 channel"",""families"":[""f09_1914_jun28""],""module_ids"":[""m032""],""bodies"":[""Jupiter"",""Saturn""]}]"
172,1034-03-01T12:00:00Z,1034-03-05T12:00:00Z,5,1034-03-04T12:00:00Z,0,2,2,2.8093252182006836,"[{""component_p"":0.00016489694826304913,""best_module_id"":""m031"",""best_module_label"":""Venus\u2013Uranus opposition gate"",""families"":[""f09_1914_jun28""],""module_ids"":[""m031""],""bodies"":[""Venus"",""Uranus""]},{""component_p"":0.0009407235775142908,""best_module_id"":""m064"",""best_module_label"":""May 22 Venus\u2013Jupiter\u2013Mars triad"",""families"":[""f15_1918_spring""],""module_ids"":[""m064""],""bodies"":[""Venus"",""Jupiter"",""Mars""]}]"
173,0984-10-02T12:00:00Z,0984-10-08T12:00:00Z,7,0984-10-05T12:00:00Z,0,2,2,2.7974741458892822,"[{""component_p"":0.00023923573462525383,""best_module_id"":""m061"",""best_module_label"":""Apr 5 Saturn\u2013Neptune double node"",""families"":[""f06_2025_sep10"",""f07_2008_sep15"",""f15_1918_spring""],""module_ids"":[""m018"",""m022"",""m061""],""bodies"":[""Saturn"",""Neptune""]},{""component_p"":0.0006663458771072328,""best_module_id"":""m050"",""best_module_label"":""Mercury\u2013Jupiter\u2013Venus 20/20/40 planet rail"",""families"":[""f13_1947_nov29""],""module_ids"":[""m050""],""bodies"":[""Mercury"",""Jupiter"",""Venus""]}]"
174,0959-11-08T12:00:00Z,0959-11-08T12:00:00Z,1,0959-11-08T12:00:00Z,0,2,2,2.7778475284576416,"[{""component_p"":0.00020950022735632956,""best_module_id"":""m056"",""best_module_label"":""Pluto\u2013Neptune\u2013Saturn 52.5+97.5=150 closure"",""families"":[""f14_2000_mar10""],""module_ids"":[""m056""],""bodies"":[""Pluto"",""Neptune"",""Saturn""]},{""component_p"":0.0007961008814163506,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]}]"
175,0642-12-11T12:00:00Z,0642-12-21T12:00:00Z,11,0642-12-16T12:00:00Z,0,2,2,2.7532949447631836,"[{""component_p"":0.00018787439330480993,""best_module_id"":""m070"",""best_module_label"":""Neptune\u2013Uranus/Venus double-node bridge"",""families"":[""f16_2020_mar11""],""module_ids"":[""m070""],""bodies"":[""Neptune"",""Uranus"",""Venus""]},{""component_p"":0.0009393719956278801,""best_module_id"":""m032"",""best_module_label"":""Jupiter\u2013Saturn 120 channel"",""families"":[""f09_1914_jun28""],""module_ids"":[""m032""],""bodies"":[""Jupiter"",""Saturn""]}]"
176,0999-07-26T12:00:00Z,0999-08-01T12:00:00Z,7,0999-07-26T12:00:00Z,0,2,2,2.750556707382202,"[{""component_p"":0.0003352003695908934,""best_module_id"":""m004"",""best_module_label"":""Venus across Uranus\u2013Neptune\u2013Pluto scaffold"",""families"":[""f02_2026_sep17""],""module_ids"":[""m004""],""bodies"":[""Venus"",""Uranus"",""Neptune"",""Pluto""]},{""component_p"":0.0005298328469507396,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]}]"
177,0141-08-15T12:00:00Z,0141-08-21T12:00:00Z,7,0141-08-19T12:00:00Z,0,2,2,2.7295877933502197,"[{""component_p"":0.0003581778146326542,""best_module_id"":""m005"",""best_module_label"":""Mercury\u2013Saturn near-diameter"",""families"":[""f02_2026_sep17""],""module_ids"":[""m005""],""bodies"":[""Mercury"",""Saturn""]},{""component_p"":0.000520371540915221,""best_module_id"":""m066"",""best_module_label"":""May 28 Venus equidistant Jupiter/Uranus"",""families"":[""f15_1918_spring""],""module_ids"":[""m066""],""bodies"":[""Venus"",""Jupiter"",""Uranus""]}]"
178,0741-12-23T12:00:00Z,0741-12-25T12:00:00Z,3,0741-12-24T12:00:00Z,0,2,2,2.7000718116760254,"[{""component_p"":0.0002365325199207291,""best_module_id"":""m026"",""best_module_label"":""Pluto\u2013Mercury\u2013Uranus 60+60=120"",""families"":[""f08_1775_apr19""],""module_ids"":[""m026""],""bodies"":[""Pluto"",""Mercury"",""Uranus""]},{""component_p"":0.0008434073533862829,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]}]"
179,1144-05-03T12:00:00Z,1144-05-10T12:00:00Z,8,1144-05-07T12:00:00Z,0,2,2,2.698880195617676,"[{""component_p"":0.00020274215785320848,""best_module_id"":""m035"",""best_module_label"":""Jupiter\u2013Saturn\u2013Pluto midpoint"",""families"":[""f10_1978_dec11""],""module_ids"":[""m035""],""bodies"":[""Jupiter"",""Saturn"",""Pluto""]},{""component_p"":0.0009866785258054733,""best_module_id"":""m021"",""best_module_label"":""Mercury\u2013Venus\u2013Mars triple node"",""families"":[""f03_2026_feb28"",""f07_2008_sep15""],""module_ids"":[""m008"",""m021""],""bodies"":[""Mercury"",""Venus"",""Mars""]}]"
180,1486-12-03T12:00:00Z,1487-01-19T12:00:00Z,48,1487-01-10T12:00:00Z,0,2,2,2.6957740783691406,"[{""component_p"":0.00026761964545585215,""best_module_id"":""m009"",""best_module_label"":""Neptune\u2013Saturn double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m009""],""bodies"":[""Neptune"",""Saturn""]},{""component_p"":0.0007528492133133113,""best_module_id"":""m054"",""best_module_label"":""Neptune\u2013Uranus\u2013Venus\u2013Mercury nested rail"",""families"":[""f14_2000_mar10""],""module_ids"":[""m054""],""bodies"":[""Neptune"",""Uranus"",""Venus"",""Mercury""]}]"
181,0856-10-06T12:00:00Z,0856-10-21T12:00:00Z,16,0856-10-16T12:00:00Z,0,2,2,2.665860652923584,"[{""component_p"":0.00037574878660961986,""best_module_id"":""m032"",""best_module_label"":""Jupiter\u2013Saturn 120 channel"",""families"":[""f09_1914_jun28""],""module_ids"":[""m032""],""bodies"":[""Jupiter"",""Saturn""]},{""component_p"":0.0005744360969401896,""best_module_id"":""m010"",""best_module_label"":""Venus\u2013Mars\u2013Pluto 60/90/150 triad"",""families"":[""f04_2023_oct07""],""module_ids"":[""m010""],""bodies"":[""Venus"",""Mars"",""Pluto""]}]"
182,0430-07-03T12:00:00Z,0430-07-13T12:00:00Z,11,0430-07-07T12:00:00Z,0,2,2,2.6537718772888184,"[{""component_p"":0.0003689907171064988,""best_module_id"":""m027"",""best_module_label"":""Mercury\u2013Uranus\u2013Saturn 60+120=180"",""families"":[""f02_2026_sep17"",""f08_1775_apr19"",""f11_1913_dec23""],""module_ids"":[""m005"",""m027"",""m039""],""bodies"":[""Mercury"",""Uranus"",""Saturn""]},{""component_p"":0.0006014683749526739,""best_module_id"":""m030"",""best_module_label"":""Pluto\u2013Neptune/Mercury\u2013Mars 0/30/60 core"",""families"":[""f09_1914_jun28""],""module_ids"":[""m030""],""bodies"":[""Pluto"",""Neptune"",""Mercury"",""Mars""]}]"
183,0471-11-30T12:00:00Z,0471-12-01T12:00:00Z,2,0471-12-01T12:00:00Z,0,2,2,2.609200954437256,"[{""component_p"":0.0003338487586006522,""best_module_id"":""m070"",""best_module_label"":""Neptune\u2013Uranus/Venus double-node bridge"",""families"":[""f16_2020_mar11""],""module_ids"":[""m070""],""bodies"":[""Neptune"",""Uranus"",""Venus""]},{""component_p"":0.0007366298232227564,""best_module_id"":""m005"",""best_module_label"":""Mercury\u2013Saturn near-diameter"",""families"":[""f02_2026_sep17""],""module_ids"":[""m005""],""bodies"":[""Mercury"",""Saturn""]}]"
184,0959-06-07T12:00:00Z,0959-06-21T12:00:00Z,15,0959-06-14T12:00:00Z,0,2,2,2.5618557929992676,"[{""component_p"":0.00048658117884770036,""best_module_id"":""m065"",""best_module_label"":""May 22 dual-triad six-body assembly"",""families"":[""f14_2000_mar10"",""f15_1918_spring""],""module_ids"":[""m056"",""m064"",""m065""],""bodies"":[""Mercury"",""Pluto"",""Neptune"",""Venus"",""Jupiter"",""Mars""]},{""component_p"":0.0005636232090182602,""best_module_id"":""m027"",""best_module_label"":""Mercury\u2013Uranus\u2013Saturn 60+120=180"",""families"":[""f08_1775_apr19""],""module_ids"":[""m027""],""bodies"":[""Mercury"",""Uranus"",""Saturn""]}]"
185,1516-07-21T12:00:00Z,1516-09-17T12:00:00Z,59,1516-08-12T12:00:00Z,0,2,2,2.5357842445373535,"[{""component_p"":0.0004379230667836964,""best_module_id"":""m064"",""best_module_label"":""May 22 Venus\u2013Jupiter\u2013Mars triad"",""families"":[""f15_1918_spring""],""module_ids"":[""m064""],""bodies"":[""Venus"",""Jupiter"",""Mars""]},{""component_p"":0.0006649942952208221,""best_module_id"":""m004"",""best_module_label"":""Venus across Uranus\u2013Neptune\u2013Pluto scaffold"",""families"":[""f02_2026_sep17""],""module_ids"":[""m004""],""bodies"":[""Venus"",""Uranus"",""Neptune"",""Pluto""]}]"
186,0654-01-24T12:00:00Z,0654-01-24T12:00:00Z,1,0654-01-24T12:00:00Z,0,2,2,2.5164732933044434,"[{""component_p"":0.0004541424277704209,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.0006704007391817868,""best_module_id"":""m064"",""best_module_label"":""May 22 Venus\u2013Jupiter\u2013Mars triad"",""families"":[""f15_1918_spring""],""module_ids"":[""m064"",""m067""],""bodies"":[""Venus"",""Jupiter"",""Mars""]}]"
187,0168-08-21T12:00:00Z,0168-08-21T12:00:00Z,1,0168-08-21T12:00:00Z,0,2,2,2.505298376083374,"[{""component_p"":0.0005136134568601847,""best_module_id"":""m017"",""best_module_label"":""Jupiter\u2013Venus\u2013Mercury\u2013Mars 0/30/60/90 ladder"",""families"":[""f06_2025_sep10""],""module_ids"":[""m017""],""bodies"":[""Jupiter"",""Venus"",""Mercury"",""Mars""]},{""component_p"":0.0006082264590077102,""best_module_id"":""m031"",""best_module_label"":""Venus\u2013Uranus opposition gate"",""families"":[""f09_1914_jun28""],""module_ids"":[""m031""],""bodies"":[""Venus"",""Uranus""]}]"
188,1984-05-25T12:00:00Z,1984-05-27T12:00:00Z,3,1984-05-27T12:00:00Z,0,2,2,2.4830267429351807,"[{""component_p"":0.0004352198156993836,""best_module_id"":""m005"",""best_module_label"":""Mercury\u2013Saturn near-diameter"",""families"":[""f02_2026_sep17""],""module_ids"":[""m005""],""bodies"":[""Mercury"",""Saturn""]},{""component_p"":0.0007555524352937937,""best_module_id"":""m048"",""best_module_label"":""Pluto\u2013Saturn\u2013Mars midpoint"",""families"":[""f13_1947_nov29""],""module_ids"":[""m048""],""bodies"":[""Pluto"",""Saturn"",""Mars""]}]"
189,1908-06-03T12:00:00Z,1908-06-17T12:00:00Z,15,1908-06-09T12:00:00Z,0,2,2,2.4622395038604736,"[{""component_p"":0.0004581972607411444,""best_module_id"":""m032"",""best_module_label"":""Jupiter\u2013Saturn 120 channel"",""families"":[""f09_1914_jun28""],""module_ids"":[""m032""],""bodies"":[""Jupiter"",""Saturn""]},{""component_p"":0.0007528492133133113,""best_module_id"":""m043"",""best_module_label"":""Uranus opposite Mercury/Venus gate"",""families"":[""f12_1929_oct24""],""module_ids"":[""m043""],""bodies"":[""Uranus"",""Mercury"",""Venus""]}]"
190,1972-12-21T12:00:00Z,1973-01-02T12:00:00Z,13,1972-12-26T12:00:00Z,0,2,2,2.4281790256500244,"[{""component_p"":0.0005028005689382553,""best_module_id"":""m037"",""best_module_label"":""Mercury\u2013Neptune\u2013Mars midpoint"",""families"":[""f10_1978_dec11""],""module_ids"":[""m037""],""bodies"":[""Mercury"",""Neptune"",""Mars""]},{""component_p"":0.0007420362671837211,""best_module_id"":""m039"",""best_module_label"":""Saturn opposite Mercury/Venus fork"",""families"":[""f02_2026_sep17"",""f08_1775_apr19"",""f11_1913_dec23""],""module_ids"":[""m005"",""m027"",""m039""],""bodies"":[""Saturn"",""Mercury"",""Venus""]}]"
191,1015-03-02T12:00:00Z,1015-03-10T12:00:00Z,9,1015-03-06T12:00:00Z,0,2,2,2.419288396835327,"[{""component_p"":0.0004703617887571454,""best_module_id"":""m064"",""best_module_label"":""May 22 Venus\u2013Jupiter\u2013Mars triad"",""families"":[""f15_1918_spring""],""module_ids"":[""m064""],""bodies"":[""Venus"",""Jupiter"",""Mars""]},{""component_p"":0.0008096169913187623,""best_module_id"":""m032"",""best_module_label"":""Jupiter\u2013Saturn 120 channel"",""families"":[""f09_1914_jun28""],""module_ids"":[""m032""],""bodies"":[""Jupiter"",""Saturn""]}]"
192,0192-06-18T12:00:00Z,0192-06-18T12:00:00Z,1,0192-06-18T12:00:00Z,0,2,2,2.416888475418091,"[{""component_p"":0.0004419778997544199,""best_module_id"":""m060"",""best_module_label"":""Apr 5 Venus\u2013Uranus double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m060""],""bodies"":[""Venus"",""Uranus""]},{""component_p"":0.0008663848275318742,""best_module_id"":""m005"",""best_module_label"":""Mercury\u2013Saturn near-diameter"",""families"":[""f02_2026_sep17""],""module_ids"":[""m005""],""bodies"":[""Mercury"",""Saturn""]}]"
193,0138-08-09T12:00:00Z,0138-08-10T12:00:00Z,2,0138-08-09T12:00:00Z,0,2,2,2.413058042526245,"[{""component_p"":0.0005352392909117043,""best_module_id"":""m005"",""best_module_label"":""Mercury\u2013Saturn near-diameter"",""families"":[""f02_2026_sep17""],""module_ids"":[""m005""],""bodies"":[""Mercury"",""Saturn""]},{""component_p"":0.0007217620732262731,""best_module_id"":""m010"",""best_module_label"":""Venus\u2013Mars\u2013Pluto 60/90/150 triad"",""families"":[""f04_2023_oct07""],""module_ids"":[""m010""],""bodies"":[""Venus"",""Mars"",""Pluto""]}]"
194,1397-08-14T12:00:00Z,1397-08-23T12:00:00Z,10,1397-08-18T12:00:00Z,0,2,2,2.4067375659942627,"[{""component_p"":0.0005244264029897749,""best_module_id"":""m017"",""best_module_label"":""Jupiter\u2013Venus\u2013Mercury\u2013Mars 0/30/60/90 ladder"",""families"":[""f06_2025_sep10""],""module_ids"":[""m017""],""bodies"":[""Jupiter"",""Venus"",""Mercury"",""Mars""]},{""component_p"":0.0007474427693523467,""best_module_id"":""m032"",""best_module_label"":""Jupiter\u2013Saturn 120 channel"",""families"":[""f09_1914_jun28""],""module_ids"":[""m032""],""bodies"":[""Jupiter"",""Saturn""]}]"
195,0979-09-23T12:00:00Z,0979-10-09T12:00:00Z,17,0979-09-30T12:00:00Z,0,2,2,2.3747670650482178,"[{""component_p"":0.0006014683749526739,""best_module_id"":""m048"",""best_module_label"":""Pluto\u2013Saturn\u2013Mars midpoint"",""families"":[""f13_1947_nov29""],""module_ids"":[""m048""],""bodies"":[""Pluto"",""Saturn"",""Mars""]},{""component_p"":0.000701487879268825,""best_module_id"":""m069"",""best_module_label"":""Saturn\u2013Mercury\u2013Neptune 30/20/50 rail"",""families"":[""f16_2020_mar11""],""module_ids"":[""m069""],""bodies"":[""Saturn"",""Mercury"",""Neptune""]}]"
196,1769-11-22T12:00:00Z,1769-11-26T12:00:00Z,5,1769-11-26T12:00:00Z,0,2,2,2.373713493347168,"[{""component_p"":0.0005893038469366729,""best_module_id"":""m043"",""best_module_label"":""Uranus opposite Mercury/Venus gate"",""families"":[""f12_1929_oct24""],""module_ids"":[""m043""],""bodies"":[""Uranus"",""Mercury"",""Venus""]},{""component_p"":0.0007177072111517191,""best_module_id"":""m032"",""best_module_label"":""Jupiter\u2013Saturn 120 channel"",""families"":[""f09_1914_jun28""],""module_ids"":[""m032""],""bodies"":[""Jupiter"",""Saturn""]}]"
197,0282-09-22T12:00:00Z,0282-09-24T12:00:00Z,3,0282-09-23T12:00:00Z,0,2,2,2.3726792335510254,"[{""component_p"":0.00044873598380945623,""best_module_id"":""m026"",""best_module_label"":""Pluto\u2013Mercury\u2013Uranus 60+60=120"",""families"":[""f08_1775_apr19""],""module_ids"":[""m026""],""bodies"":[""Pluto"",""Mercury"",""Uranus""]},{""component_p"":0.0009447784395888448,""best_module_id"":""m060"",""best_module_label"":""Apr 5 Venus\u2013Uranus double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m060""],""bodies"":[""Venus"",""Uranus""]}]"
198,1467-08-14T12:00:00Z,1467-10-18T12:00:00Z,66,1467-09-05T12:00:00Z,0,2,2,2.3584234714508057,"[{""component_p"":0.00045143920578993857,""best_module_id"":""m067"",""best_module_label"":""May 28 Mars/Jupiter plus Venus/Jupiter/Uranus"",""families"":[""f15_1918_spring""],""module_ids"":[""m067""],""bodies"":[""Mars"",""Jupiter"",""Venus"",""Uranus""]},{""component_p"":0.0009704591357149184,""best_module_id"":""m036"",""best_module_label"":""Pluto\u2013Uranus\u2013Neptune midpoint"",""families"":[""f10_1978_dec11""],""module_ids"":[""m036""],""bodies"":[""Pluto"",""Uranus"",""Neptune""]}]"
199,0802-11-05T12:00:00Z,0802-11-12T12:00:00Z,8,0802-11-08T12:00:00Z,0,2,2,2.3145735263824463,"[{""component_p"":0.0006460716831497848,""best_module_id"":""m054"",""best_module_label"":""Neptune\u2013Uranus\u2013Venus\u2013Mercury nested rail"",""families"":[""f14_2000_mar10""],""module_ids"":[""m054""],""bodies"":[""Neptune"",""Uranus"",""Venus"",""Mercury""]},{""component_p"":0.000750145991332829,""best_module_id"":""m032"",""best_module_label"":""Jupiter\u2013Saturn 120 channel"",""families"":[""f09_1914_jun28""],""module_ids"":[""m032""],""bodies"":[""Jupiter"",""Saturn""]}]"
200,1807-10-22T12:00:00Z,1807-11-03T12:00:00Z,13,1807-10-27T12:00:00Z,0,2,2,2.2814064025878906,"[{""component_p"":0.0006649942952208221,""best_module_id"":""m037"",""best_module_label"":""Mercury\u2013Neptune\u2013Mars midpoint"",""families"":[""f03_2026_feb28"",""f10_1978_dec11""],""module_ids"":[""m007"",""m037""],""bodies"":[""Mercury"",""Neptune"",""Mars""]},{""component_p"":0.000786639575380832,""best_module_id"":""m010"",""best_module_label"":""Venus\u2013Mars\u2013Pluto 60/90/150 triad"",""families"":[""f04_2023_oct07""],""module_ids"":[""m010""],""bodies"":[""Venus"",""Mars"",""Pluto""]}]"
201,1553-11-28T12:00:00Z,1553-11-28T12:00:00Z,1,1553-11-28T12:00:00Z,0,2,2,2.2699692249298096,"[{""component_p"":0.0005636232090182602,""best_module_id"":""m017"",""best_module_label"":""Jupiter\u2013Venus\u2013Mercury\u2013Mars 0/30/60/90 ladder"",""families"":[""f06_2025_sep10""],""module_ids"":[""m017""],""bodies"":[""Jupiter"",""Venus"",""Mercury"",""Mars""]},{""component_p"":0.0009528881055302918,""best_module_id"":""m060"",""best_module_label"":""Apr 5 Venus\u2013Uranus double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m060""],""bodies"":[""Venus"",""Uranus""]}]"
202,0087-02-20T12:00:00Z,0087-02-23T12:00:00Z,4,0087-02-23T12:00:00Z,0,2,2,2.2657485008239746,"[{""component_p"":0.0007190588512457907,""best_module_id"":""m070"",""best_module_label"":""Neptune\u2013Uranus/Venus double-node bridge"",""families"":[""f16_2020_mar11""],""module_ids"":[""m070""],""bodies"":[""Neptune"",""Uranus"",""Venus""]},{""component_p"":0.000754200795199722,""best_module_id"":""m062"",""best_module_label"":""Apr 17 Mercury\u2013Jupiter\u2013Venus 30/60/90"",""families"":[""f15_1918_spring""],""module_ids"":[""m062""],""bodies"":[""Mercury"",""Jupiter"",""Venus""]}]"
203,0973-11-18T12:00:00Z,0973-12-13T12:00:00Z,26,0973-12-05T12:00:00Z,0,2,2,2.1780457496643066,"[{""component_p"":0.0007285201572813094,""best_module_id"":""m054"",""best_module_label"":""Neptune\u2013Uranus\u2013Venus\u2013Mercury nested rail"",""families"":[""f14_2000_mar10""],""module_ids"":[""m054""],""bodies"":[""Neptune"",""Uranus"",""Venus"",""Mercury""]},{""component_p"":0.0009109880775213242,""best_module_id"":""m001"",""best_module_label"":""Saturn\u2013Mars\u2013Jupiter\u2013Mercury lattice"",""families"":[""f01_2026_sep01""],""module_ids"":[""m001""],""bodies"":[""Saturn"",""Mars"",""Jupiter"",""Mercury""]}]"
204,1735-05-16T12:00:00Z,1735-05-16T12:00:00Z,1,1735-05-16T12:00:00Z,0,2,2,2.169773578643799,"[{""component_p"":0.0007190588512457907,""best_module_id"":""m031"",""best_module_label"":""Venus\u2013Uranus opposition gate"",""families"":[""f09_1914_jun28""],""module_ids"":[""m031""],""bodies"":[""Venus"",""Uranus""]},{""component_p"":0.0009407235775142908,""best_module_id"":""m040"",""best_module_label"":""Mars/Neptune opposite Jupiter/Uranus bundle"",""families"":[""f11_1913_dec23""],""module_ids"":[""m040""],""bodies"":[""Mars"",""Neptune"",""Jupiter"",""Uranus""]}]"
